"","salary","age","elevel","car","zipcode","credit","brand"
"6874",67866.00628,56,2,7,2,622.24,"Elago"
"6876",109423.357,72,3,10,0,760.35,"Elago"
"6877",71429.2508,35,2,4,1,577.84,"Belkin"
"6878",88709.21011,43,3,6,0,712.68,"Belkin"
"6879",33711.78721,32,2,18,5,494.41,"Elago"
"6880",112311.7492,80,2,9,6,711.47,"Elago"
"6882",88789.56731,40,2,16,3,674.49,"Belkin"
"6883",78778.07888,51,2,10,2,634.41,"Belkin"
"6884",132305.4469,62,3,10,8,727.85,"Belkin"
"6887",133551.7754,32,2,1,5,682.61,"Elago"
"6890",150000,53,4,1,3,798.09,"Elago"
"6891",66588.65217,31,2,18,0,524.23,"Belkin"
"6892",143532.8354,61,3,11,5,700.44,"Elago"
"6893",25807.03261,50,1,18,5,538.33,"Elago"
"6894",54352.77843,57,1,19,2,618.87,"Elago"
"6895",78399.38951,22,3,7,4,576.08,"Elago"
"6898",113614.4629,69,2,4,5,628.04,"Belkin"
"6899",55622.84818,66,3,4,8,563.99,"Belkin"
"6900",20000,68,1,5,8,545.34,"Elago"
"6901",130102.204,51,3,7,6,698.87,"Elago"
"6902",69697.69276,37,2,7,5,603.34,"Belkin"
"6903",131874.3913,55,2,3,5,634.27,"Elago"
"6904",112039.4628,69,3,14,5,725.64,"Belkin"
"6905",124139.437,62,3,10,4,671.05,"Elago"
"6906",136665.6623,21,2,14,0,693.1,"Belkin"
"6908",114138.1772,37,2,10,5,674.58,"Elago"
"6909",23867.78597,34,2,15,4,538.11,"Elago"
"6911",61393.25671,67,2,19,7,548.27,"Belkin"
"6912",130549.4676,28,4,2,5,687.27,"Elago"
"6913",27249.11316,54,2,6,5,498.35,"Elago"
"6914",73657.06952,36,3,7,4,614.46,"Belkin"
"6915",103431.4082,57,2,13,7,608.55,"Belkin"
"6916",104136.6294,69,3,3,5,714.76,"Elago"
"6917",30494.19366,43,2,15,6,599.53,"Elago"
"6918",63660.65731,50,1,8,7,653.66,"Elago"
"6919",48846.49121,78,2,12,3,654.2,"Belkin"
"6920",96917.01873,41,3,17,0,706.13,"Belkin"
"6921",121171.7423,74,4,1,8,699.93,"Belkin"
"6922",136428.5988,21,3,7,0,727.42,"Elago"
"6923",136445.9404,32,3,17,2,815,"Elago"
"6924",71530.08928,61,2,4,4,596.8,"Belkin"
"6925",39872.2757,33,1,16,0,467.46,"Elago"
"6926",59912.90118,20,3,3,7,563.59,"Elago"
"6928",148357.9843,38,3,6,8,841.78,"Elago"
"6931",96134.07526,73,2,3,2,644.18,"Elago"
"6932",58209.01127,58,1,20,3,570.21,"Belkin"
"6933",49658.24945,63,2,1,2,621.69,"Belkin"
"6934",57020.39466,28,3,15,3,543.01,"Belkin"
"6936",50519.87715,33,2,8,5,639.84,"Elago"
"6937",105257.5013,40,3,3,8,586.12,"Belkin"
"6938",110505.248,28,2,4,7,611.04,"Elago"
"6942",33002.28517,27,2,18,2,604.87,"Belkin"
"6944",98015.24751,74,3,20,0,594.99,"Belkin"
"6946",52422.1694,62,1,3,5,577.46,"Elago"
"6949",40572.25888,27,2,15,8,462.03,"Elago"
"6950",72125.18121,49,3,3,1,689.44,"Elago"
"6954",147433.1786,62,3,5,2,773.9,"Elago"
"6955",112030.6443,51,3,5,4,685.05,"Belkin"
"6956",23902.24847,76,1,3,4,528.62,"Belkin"
"6957",33536.75554,54,2,1,3,571.21,"Elago"
"6959",110344.9259,80,2,5,6,673.8,"Elago"
"6960",83917.98181,75,2,16,4,639.27,"Belkin"
"6961",33852.29537,39,1,18,3,467.28,"Elago"
"6963",112208.1743,34,3,3,4,665.64,"Elago"
"6966",149336.5296,22,4,1,6,768.86,"Elago"
"6967",129244.9063,62,2,16,0,675.88,"Belkin"
"6968",99096.54853,62,2,19,6,675.04,"Belkin"
"6969",59541.86332,42,1,8,5,586.99,"Elago"
"6972",128623.6376,49,3,4,1,662.62,"Elago"
"6973",142432.4114,33,3,11,7,788.74,"Elago"
"6974",50922.70837,65,1,3,4,557.57,"Elago"
"6975",79321.53989,23,3,15,6,679.08,"Elago"
"6976",74734.12912,51,3,8,4,665.67,"Belkin"
"6980",32095.19257,53,2,15,1,616.55,"Elago"
"6983",86783.40079,29,2,8,1,581.39,"Belkin"
"6984",82331.08743,36,3,1,8,655.59,"Belkin"
"6985",47086.53706,60,2,5,4,635.98,"Belkin"
"6987",140450.6143,59,4,1,4,751.47,"Elago"
"6989",76264.50834,28,2,1,8,571.06,"Belkin"
"6990",22232.31476,59,2,12,1,599.92,"Belkin"
"6991",92320.97355,78,3,5,5,565.25,"Elago"
"6992",54394.40177,28,3,7,4,655.47,"Belkin"
"6993",43608.26154,38,1,5,2,626.17,"Elago"
"6997",120770.1713,43,4,20,1,683.59,"Elago"
"6998",25840.96995,27,1,15,5,572.9,"Elago"
"6999",68493.95048,54,2,8,6,575.45,"Elago"
"7001",67923.45914,57,2,17,2,540.11,"Belkin"
"7003",40052.68378,73,1,16,2,640.31,"Belkin"
"7005",54581.37701,60,2,8,6,559.19,"Belkin"
"7009",120476.402,76,4,10,3,759.15,"Belkin"
"7011",101612.611,58,3,13,6,719.13,"Belkin"
"7012",53062.74147,22,1,3,1,647.63,"Belkin"
"7013",80720.01845,27,3,2,7,673.8,"Belkin"
"7014",78807.91408,75,3,15,5,632.72,"Elago"
"7015",59286.97084,59,2,15,2,592.22,"Elago"
"7017",132339.0415,30,2,9,7,800.05,"Elago"
"7019",47320.26984,77,2,4,2,571.28,"Belkin"
"7021",25780.48817,51,1,18,0,450.18,"Elago"
"7023",108117.7017,35,3,5,7,703.58,"Elago"
"7024",31467.98434,64,1,15,0,597.46,"Belkin"
"7025",109362.6838,51,2,16,6,650.48,"Belkin"
"7027",83640.7625,41,3,15,5,614.75,"Belkin"
"7028",61176.01166,65,2,15,4,634.21,"Belkin"
"7029",44735.13503,58,1,8,4,603.7,"Elago"
"7030",70013.63975,37,2,3,6,655.09,"Belkin"
"7031",78849.21768,74,2,10,5,638.3,"Elago"
"7032",63497.74918,20,2,19,2,581.81,"Elago"
"7033",59959.98876,38,3,10,7,551.33,"Belkin"
"7034",64746.39219,40,2,4,8,616.79,"Elago"
"7035",147655.7667,38,3,2,8,798.64,"Elago"
"7036",38645.11665,52,1,4,5,588.05,"Elago"
"7037",109986.4825,80,3,14,3,719.44,"Belkin"
"7040",38860.00605,31,2,1,3,516.69,"Elago"
"7042",112282.1229,55,3,9,3,598.02,"Belkin"
"7045",32491.21397,34,2,10,5,551.69,"Elago"
"7046",141984.5929,36,3,4,3,703.55,"Elago"
"7048",21657.05789,54,1,20,2,435.59,"Elago"
"7049",142235.1687,66,3,2,1,685.87,"Belkin"
"7053",80163.64206,40,2,16,1,716.15,"Belkin"
"7054",92976.13895,80,3,17,6,588.53,"Belkin"
"7055",104199.7474,60,3,13,6,700.67,"Elago"
"7057",28709.05266,22,1,20,2,479.39,"Elago"
"7059",110380.7944,43,3,19,0,647.44,"Elago"
"7060",124733.9358,42,2,7,0,792.99,"Belkin"
"7061",124008.9894,42,2,17,7,675.04,"Belkin"
"7062",123337.1529,44,2,4,0,754.1,"Belkin"
"7063",32914.96249,20,1,3,8,590.7,"Elago"
"7064",55441.39689,52,2,3,5,576.38,"Elago"
"7066",140892.6923,57,4,1,7,666.42,"Elago"
"7067",120260.6492,78,4,2,4,747.29,"Elago"
"7069",57100.27296,61,1,8,4,673.74,"Belkin"
"7073",68668.61837,29,1,8,4,669,"Belkin"
"7074",105759.9201,30,2,12,0,649.76,"Elago"
"7075",91505.49757,59,2,4,2,598.13,"Belkin"
"7077",95752.65141,33,3,8,2,680.81,"Belkin"
"7081",143481.1876,60,3,11,5,664.64,"Belkin"
"7084",84426.59371,25,2,1,0,565.92,"Elago"
"7085",53801.64387,34,2,10,2,561.62,"Elago"
"7088",82218.45939,21,2,8,8,645.35,"Elago"
"7091",99860.71963,65,2,7,6,688.15,"Belkin"
"7093",111095.1883,23,3,13,8,756.09,"Elago"
"7097",101298.6718,20,3,6,3,669.19,"Elago"
"7098",94857.27843,26,2,2,8,616.26,"Belkin"
"7099",96032.94104,39,2,12,6,583.82,"Belkin"
"7100",66785.59276,20,2,17,4,569.24,"Belkin"
"7101",87732.61178,72,2,3,7,673.51,"Belkin"
"7103",139324.845,37,3,16,0,824.52,"Elago"
"7105",55982.03847,60,2,7,1,509.47,"Belkin"
"7107",131570.9508,52,2,17,0,660.35,"Elago"
"7108",43377.95669,30,1,6,2,536.05,"Elago"
"7109",126518.6483,45,3,2,8,695.04,"Belkin"
"7110",128202.2309,75,3,19,1,627.35,"Belkin"
"7111",43944.72955,73,1,17,8,635.99,"Belkin"
"7112",36157.09119,58,2,20,8,548.17,"Belkin"
"7114",50604.43884,36,1,8,0,625.55,"Elago"
"7115",23673.94061,43,1,15,3,558.33,"Elago"
"7116",85635.23629,72,2,8,3,560.01,"Elago"
"7117",25854.61622,80,2,15,5,609.49,"Belkin"
"7118",137714.3281,57,3,1,2,678.42,"Belkin"
"7119",43626.85381,67,1,6,3,506.98,"Belkin"
"7120",93185.8728,50,2,3,6,719.34,"Belkin"
"7121",105369.2255,40,3,4,4,597.56,"Elago"
"7122",90487.62454,29,3,3,8,590.32,"Belkin"
"7123",111234.7186,66,3,20,4,710.14,"Elago"
"7124",124991.9301,20,3,4,1,786.32,"Elago"
"7127",20000,26,2,15,0,522.27,"Elago"
"7131",91927.05726,50,2,6,7,570.07,"Belkin"
"7132",150000,77,4,11,2,767.02,"Elago"
"7134",31526.67665,51,2,18,6,502.09,"Elago"
"7135",20920.23294,27,1,18,2,497.33,"Elago"
"7136",97971.33207,28,3,7,6,622.62,"Elago"
"7138",70667.09562,25,2,5,3,683.36,"Belkin"
"7139",46243.01061,62,1,17,3,583.15,"Elago"
"7142",46548.60412,58,1,8,2,596.78,"Belkin"
"7143",115111.6726,51,2,3,6,637.79,"Belkin"
"7146",97026.28557,48,3,7,6,585.96,"Belkin"
"7147",141265.813,24,3,13,3,763.23,"Belkin"
"7148",36996.25579,48,1,20,6,473.17,"Elago"
"7149",60568.93108,49,2,15,4,625.89,"Elago"
"7151",79027.02142,39,3,17,1,623.33,"Elago"
"7152",104384.0149,36,3,8,0,671.97,"Belkin"
"7153",129345.9842,58,3,3,8,782,"Belkin"
"7154",27277.82636,73,2,15,8,484.28,"Belkin"
"7155",112823.5007,20,3,6,5,675.68,"Elago"
"7156",129126.9484,32,3,14,4,714.44,"Elago"
"7158",122347.8482,36,3,9,0,697.11,"Elago"
"7159",96373.78527,44,3,13,6,718.47,"Belkin"
"7160",43844.93066,20,1,7,1,552.56,"Elago"
"7162",32817.89583,33,2,15,1,452.45,"Elago"
"7163",76312.84696,75,3,20,1,553.07,"Belkin"
"7164",96637.63136,55,2,13,4,637.3,"Belkin"
"7165",53278.95387,49,3,12,7,666.53,"Elago"
"7167",37242.1218,66,2,3,2,634.08,"Belkin"
"7168",76732.54614,32,3,18,3,668.4,"Belkin"
"7169",58670.09156,27,2,17,6,550.22,"Belkin"
"7171",129612.1911,37,3,20,2,758.7,"Elago"
"7172",133981.0969,45,2,19,3,766.32,"Elago"
"7173",99902.58369,71,2,9,4,675.8,"Elago"
"7174",81706.86183,72,3,3,3,635.85,"Elago"
"7177",52118.39651,20,2,7,2,628.86,"Elago"
"7179",88058.88215,30,2,1,6,695.1,"Belkin"
"7181",145473.4909,59,3,11,7,670.47,"Elago"
"7182",30866.15581,61,1,15,0,575.37,"Belkin"
"7183",95164.79018,61,3,16,7,672.75,"Elago"
"7184",130300.1049,57,2,4,6,728.19,"Belkin"
"7185",140358.3765,25,2,1,2,658.68,"Elago"
"7188",27888.39045,78,1,15,7,521.99,"Belkin"
"7189",48356.40069,79,2,7,3,582.7,"Belkin"
"7192",58138.79884,63,2,8,7,659.95,"Belkin"
"7193",70693.88426,45,1,12,7,570.25,"Elago"
"7194",46173.68976,31,2,7,0,515.39,"Elago"
"7195",59920.72899,78,3,7,4,673,"Belkin"
"7197",102434.5097,78,2,13,1,592.01,"Belkin"
"7198",98705.05996,41,2,3,8,692.5,"Belkin"
"7200",46871.03391,76,2,20,3,507.5,"Belkin"
"7203",20000,30,1,20,2,437.01,"Belkin"
"7204",20000,32,1,8,1,506.5,"Elago"
"7206",84453.71081,69,3,12,5,547.15,"Belkin"
"7207",83733.53013,76,3,15,1,555.07,"Belkin"
"7208",44416.80581,61,2,5,7,606.46,"Belkin"
"7211",131897.1954,39,3,3,1,674.05,"Elago"
"7212",66179.24935,42,3,3,1,670,"Elago"
"7213",20000,75,1,15,3,554.21,"Elago"
"7214",41875.2069,46,2,7,5,606.07,"Elago"
"7215",49500.91839,20,1,12,3,582.45,"Elago"
"7216",85935.70196,67,2,9,6,688.48,"Belkin"
"7217",47610.38783,29,1,5,4,636.24,"Elago"
"7218",55899.97587,38,2,7,7,547.06,"Elago"
"7220",75906.66395,51,2,18,7,665.65,"Elago"
"7221",113781.3195,76,3,9,1,669.22,"Elago"
"7223",131466.2269,71,3,14,4,647.11,"Belkin"
"7224",67865.22442,63,2,10,6,536.81,"Belkin"
"7226",145057.5764,38,3,14,4,811.44,"Elago"
"7228",64643.37191,78,1,8,1,616.45,"Belkin"
"7230",126479.9281,77,3,19,2,787.28,"Belkin"
"7232",41343.17497,43,2,10,1,620.45,"Elago"
"7233",58510.43161,80,1,4,6,560.41,"Belkin"
"7235",20000,50,1,18,4,583.55,"Elago"
"7236",96780.15777,80,2,3,5,734.12,"Elago"
"7239",144163.5178,68,3,10,1,759.92,"Elago"
"7240",113429.1204,50,2,3,4,647.05,"Elago"
"7241",77177.71155,30,2,10,8,558.71,"Belkin"
"7242",110075.0214,32,3,8,4,657.85,"Elago"
"7243",53548.57119,20,3,8,4,606.33,"Elago"
"7244",52094.83059,61,2,5,6,658.43,"Belkin"
"7246",84944.38815,28,2,5,4,677.29,"Belkin"
"7247",112111.4184,47,2,7,0,705.6,"Belkin"
"7251",29241.77029,46,2,18,5,605.09,"Elago"
"7252",89006.74485,22,2,20,1,618.18,"Belkin"
"7253",127558.8449,54,3,12,5,789.09,"Elago"
"7255",139782.5628,78,3,6,8,741.11,"Belkin"
"7256",22936.25866,77,1,8,5,483.55,"Belkin"
"7257",78203.01515,49,3,16,2,571.42,"Belkin"
"7259",111579.0695,76,2,16,7,718.88,"Belkin"
"7260",84495.32314,40,3,9,7,725.42,"Belkin"
"7263",67787.74837,51,2,18,8,685.58,"Elago"
"7265",134082.7209,37,3,6,5,779.61,"Elago"
"7266",71184.70867,67,1,8,6,684.58,"Belkin"
"7267",46548.59334,21,2,7,2,653.84,"Elago"
"7268",104341.4502,48,3,3,6,713.01,"Belkin"
"7269",135762.6318,33,4,1,8,731.98,"Elago"
"7270",150000,61,3,5,2,841.22,"Elago"
"7272",55074.79841,66,2,20,4,637.9,"Elago"
"7277",122082.2275,51,4,6,2,667.62,"Belkin"
"7281",112215.3115,58,3,6,6,612.95,"Belkin"
"7285",70241.27167,62,1,12,8,637.35,"Belkin"
"7286",76701.7668,68,2,2,4,614.67,"Belkin"
"7289",109973.3099,48,2,4,1,724.12,"Belkin"
"7290",46588.59929,21,1,20,7,617.2,"Elago"
"7291",60527.32154,61,3,7,2,678.26,"Belkin"
"7293",96721.343,24,2,14,4,602.06,"Elago"
"7294",52740.89433,64,3,20,3,514.77,"Belkin"
"7295",147743.7402,78,4,1,5,675.22,"Belkin"
"7299",113277.2473,31,3,4,8,632.79,"Elago"
"7301",148773.2325,45,4,11,0,668.48,"Elago"
"7302",126858.817,36,4,20,2,731.85,"Elago"
"7304",58393.41116,32,1,16,2,624.91,"Elago"
"7305",31855.46941,60,2,15,7,500.44,"Belkin"
"7308",63035.02175,50,2,10,1,680.15,"Elago"
"7310",61903.83463,53,2,8,2,542.09,"Elago"
"7311",132474.9774,32,3,13,8,712.6,"Elago"
"7312",20000,52,1,15,3,496.03,"Elago"
"7314",127084.1838,40,2,9,2,663.04,"Elago"
"7316",140768.4066,31,4,11,5,763.56,"Elago"
"7319",74286.62381,25,3,7,3,637.42,"Elago"
"7321",65179.35443,24,1,3,7,682.69,"Belkin"
"7322",55755.03014,30,2,5,5,555.96,"Belkin"
"7323",109478.529,78,2,19,7,758.45,"Elago"
"7325",95868.75112,48,2,8,1,725.18,"Belkin"
"7326",69089.77295,36,2,5,7,599.58,"Belkin"
"7328",64376.00906,52,1,15,4,522.95,"Elago"
"7330",49247.33657,67,2,18,2,624.77,"Elago"
"7331",43724.98862,27,2,7,1,582.87,"Elago"
"7332",117052.8204,74,4,1,1,632.62,"Belkin"
"7333",115535.4979,53,2,9,0,610.52,"Belkin"
"7335",121259.3383,47,3,12,4,790.06,"Belkin"
"7336",91315.19507,57,3,16,6,654.29,"Belkin"
"7337",67943.076,72,2,7,2,569.08,"Belkin"
"7341",150000,22,4,4,2,702.5,"Elago"
"7342",127434.5265,57,3,3,7,724.66,"Belkin"
"7343",67587.68051,22,2,1,7,598.23,"Elago"
"7344",72030.30929,21,2,5,8,581.23,"Belkin"
"7346",111267.2562,65,3,2,7,734.54,"Elago"
"7347",118169.4253,54,3,10,8,635.61,"Belkin"
"7348",52340.99214,60,1,5,7,591.25,"Belkin"
"7349",116003.3797,67,3,14,5,609.39,"Elago"
"7350",78906.80885,40,2,2,8,677.19,"Belkin"
"7351",62057.00417,31,2,19,1,654.95,"Belkin"
"7352",112991.7941,47,2,5,0,749.72,"Belkin"
"7353",133365.7847,20,2,14,6,771.96,"Elago"
"7355",124897.6676,74,3,4,6,771.99,"Belkin"
"7356",33959.93983,48,2,15,0,611.49,"Elago"
"7357",34245.43194,35,1,20,5,508.91,"Elago"
"7358",113864.5563,55,3,3,8,641,"Belkin"
"7359",84803.53726,60,2,4,1,583.37,"Belkin"
"7362",53008.05611,73,2,7,6,573.11,"Belkin"
"7363",42091.27251,52,1,8,5,554.94,"Elago"
"7364",108850.3528,73,2,7,1,704.5,"Elago"
"7365",82474.57645,33,3,13,3,694.41,"Belkin"
"7366",139531.7162,58,2,8,4,753.09,"Elago"
"7367",143563.7628,37,4,14,0,801.69,"Elago"
"7368",105280.2549,33,2,13,6,739.17,"Belkin"
"7369",28285.33304,74,2,15,3,503.86,"Belkin"
"7370",44320.55462,66,1,8,6,579.21,"Belkin"
"7373",44320.4796,52,1,6,7,503.24,"Elago"
"7375",68457.40177,63,3,3,0,547.56,"Belkin"
"7376",103099.7679,40,2,9,2,740.12,"Belkin"
"7377",140568.4004,63,4,3,7,804.92,"Elago"
"7378",26141.79116,24,1,18,1,593.23,"Elago"
"7379",140445.0976,33,4,11,7,728.63,"Elago"
"7380",27845.85379,24,2,15,8,543.7,"Elago"
"7381",85689.16169,42,2,12,0,725.63,"Belkin"
"7383",113907.4036,51,2,17,6,748.72,"Belkin"
"7385",135666.5516,28,3,7,1,804.01,"Elago"
"7387",63688.87659,33,2,16,7,533.04,"Belkin"
"7389",132989.1815,23,3,16,3,777.2,"Elago"
"7390",104353.8868,54,3,10,5,762.89,"Belkin"
"7391",57210.45545,69,1,3,3,598.36,"Belkin"
"7392",130810.4295,30,3,8,7,723.34,"Elago"
"7394",113105.215,76,3,12,5,630.93,"Belkin"
"7395",66483.68162,24,3,5,2,590.92,"Elago"
"7396",137827.2407,48,3,5,5,797.38,"Elago"
"7399",105193.4004,32,3,3,0,711.59,"Elago"
"7400",120788.3861,72,3,1,8,642.14,"Belkin"
"7401",97835.29881,76,2,20,0,665.5,"Belkin"
"7402",84797.66737,28,2,17,5,601.05,"Elago"
"7403",34410.64784,31,2,12,4,575.56,"Elago"
"7404",119247.0092,28,3,5,2,642.66,"Elago"
"7405",50369.0801,68,1,6,7,610.48,"Belkin"
"7406",92760.61022,60,3,10,6,705.36,"Elago"
"7407",82846.22097,50,2,13,7,697.01,"Belkin"
"7408",130607.3606,53,2,1,4,673.68,"Elago"
"7410",109762.7082,40,3,14,1,592.56,"Elago"
"7411",30273.69909,26,1,18,7,617.49,"Elago"
"7413",72081.00143,67,2,7,1,654.24,"Belkin"
"7414",36755.6147,30,2,20,6,586.13,"Belkin"
"7418",72611.72624,46,3,8,1,565.01,"Elago"
"7419",48450.44177,62,1,17,3,595.27,"Belkin"
"7420",100713.2356,21,3,3,1,737.24,"Elago"
"7421",143844.5462,66,3,2,7,810.87,"Elago"
"7423",126975.9178,28,3,7,2,694.89,"Elago"
"7424",86232.58983,77,2,12,8,684.49,"Belkin"
"7425",45072.74271,38,1,8,5,617.78,"Elago"
"7426",140612.5067,50,3,11,6,750.64,"Elago"
"7427",137871.8319,24,2,17,5,687.39,"Elago"
"7428",70868.33154,33,1,12,0,651.32,"Belkin"
"7429",49633.62117,34,1,8,0,615.26,"Elago"
"7432",92590.57375,42,2,16,8,654.51,"Belkin"
"7433",93782.21092,24,2,4,7,653.25,"Elago"
"7436",55945.95374,43,2,5,7,548.87,"Elago"
"7438",107490.618,56,2,20,3,750.13,"Belkin"
"7439",58950.67443,41,3,5,6,663.87,"Elago"
"7440",38634.94549,64,2,8,0,588.57,"Elago"
"7441",33394.97154,75,2,20,2,502.82,"Belkin"
"7443",58381.86266,48,2,16,4,586.13,"Elago"
"7446",126955.9209,46,3,20,6,635.07,"Elago"
"7447",86988.13737,78,2,5,4,647.58,"Belkin"
"7449",114900.5567,79,2,2,8,751.75,"Elago"
"7450",37593.58302,68,2,7,0,605.4,"Belkin"
"7451",93267.86675,48,3,17,1,642.83,"Belkin"
"7452",36862.96422,29,2,8,4,541.62,"Elago"
"7454",77696.85887,44,2,12,7,650.02,"Belkin"
"7455",114925.1703,31,2,6,6,721.45,"Elago"
"7456",40646.77558,77,2,10,1,508.71,"Belkin"
"7459",61664.26731,64,3,3,4,582.5,"Belkin"
"7460",147885.4151,32,3,11,8,727.2,"Elago"
"7461",21415.69046,69,1,20,4,467.64,"Belkin"
"7462",140738.2926,57,2,8,3,696.31,"Belkin"
"7463",128509.8548,62,3,9,7,761.9,"Elago"
"7466",79513.79428,23,3,13,4,668.62,"Elago"
"7467",63063.66871,80,2,3,7,582.94,"Elago"
"7469",74755.92664,72,2,7,1,630.29,"Belkin"
"7471",31751.41154,64,1,8,0,487.87,"Elago"
"7473",46339.65697,55,2,19,3,569.25,"Elago"
"7474",97012.04408,37,3,20,1,659.73,"Elago"
"7475",75139.51265,47,3,10,4,636.25,"Belkin"
"7476",134551.896,49,2,17,0,786.68,"Elago"
"7477",38579.20533,44,2,20,3,488.7,"Elago"
"7478",111250.6565,41,3,1,2,661.48,"Belkin"
"7479",44734.98734,44,1,7,7,607.77,"Elago"
"7480",116297.3882,69,2,20,1,621.83,"Belkin"
"7482",145764.4694,49,3,11,2,660.48,"Elago"
"7483",87016.16697,33,3,15,2,631.25,"Belkin"
"7484",66917.15977,80,2,16,5,546.55,"Belkin"
"7485",108460.7392,38,3,20,8,711.25,"Belkin"
"7486",48191.71822,37,2,4,3,567.64,"Elago"
"7487",67817.25975,42,1,5,2,611.96,"Elago"
"7488",126933.2668,26,3,17,0,663.43,"Elago"
"7489",49703.02671,43,2,8,1,598.78,"Elago"
"7490",78534.80828,66,2,14,0,627.97,"Elago"
"7491",85591.31102,75,2,12,4,616.38,"Belkin"
"7492",89459.88669,70,2,1,7,576.37,"Elago"
"7493",27502.39038,74,1,18,4,528.67,"Belkin"
"7494",130192.326,41,4,10,8,796,"Elago"
"7495",141160.73,31,2,10,3,791.24,"Elago"
"7496",133726.7903,34,4,19,5,750.63,"Elago"
"7499",122062.9359,69,3,14,5,618.07,"Elago"
"7500",124258.6555,65,3,17,0,641.75,"Elago"
"7501",141225.1182,41,4,11,3,753.83,"Elago"
"7502",113388.7274,72,2,16,5,754.94,"Belkin"
"7503",104890.652,67,3,16,6,596.81,"Belkin"
"7504",90534.1458,31,3,1,3,563.1,"Belkin"
"7505",109329.1117,73,2,3,6,685.99,"Elago"
"7508",26788.47949,78,1,15,0,560.62,"Belkin"
"7509",93917.80498,65,2,2,7,609.56,"Elago"
"7510",45452.98844,38,2,3,1,605.84,"Elago"
"7513",40832.90604,22,2,3,2,468.27,"Elago"
"7514",96109.44055,25,3,5,7,596.38,"Elago"
"7517",42504.54193,73,2,8,7,473.86,"Elago"
"7518",149151.4968,62,4,1,2,835.93,"Belkin"
"7520",94564.46832,34,2,5,2,710.96,"Belkin"
"7521",79646.76126,61,2,5,2,716.28,"Belkin"
"7524",106547.1245,56,3,5,6,677.45,"Belkin"
"7525",48892.74198,70,3,12,8,540.52,"Belkin"
"7527",124123.2611,35,3,4,7,627.42,"Elago"
"7528",43120.63635,54,2,12,6,530.53,"Elago"
"7533",131379.6015,27,3,10,1,664.01,"Elago"
"7534",125644.2809,67,3,16,0,647.4,"Belkin"
"7535",121664.1401,57,3,12,6,632.05,"Belkin"
"7536",41010.73299,62,2,7,4,634.91,"Belkin"
"7537",83026.18931,69,2,19,1,566.79,"Belkin"
"7538",140566.8991,80,3,11,0,658.06,"Belkin"
"7539",25913.38884,78,2,15,5,523.42,"Belkin"
"7540",71288.00637,29,2,17,0,642.5,"Belkin"
"7541",132352.3358,57,3,19,0,722.05,"Belkin"
"7546",41787.23854,80,2,20,0,474.31,"Belkin"
"7547",137902.5321,61,2,3,0,677.4,"Elago"
"7550",143027.6578,62,4,1,2,731.65,"Belkin"
"7551",24597.11934,54,1,15,6,569.29,"Elago"
"7552",139230.1217,36,4,1,5,652.93,"Elago"
"7553",93818.51765,60,2,19,7,716.15,"Belkin"
"7554",140529.0377,20,4,1,4,695.83,"Elago"
"7555",115674.1206,26,3,16,6,726.7,"Elago"
"7558",42753.33957,69,2,5,4,597.32,"Belkin"
"7559",145895.9548,22,3,11,8,783.36,"Elago"
"7560",26398.20214,56,1,18,0,569.55,"Belkin"
"7561",83505.37458,20,2,3,2,680.62,"Elago"
"7562",65078.55237,52,2,3,2,647.6,"Elago"
"7564",144760.8182,24,3,11,7,738.94,"Belkin"
"7567",28591.70865,27,1,3,7,483.91,"Elago"
"7568",56546.11268,38,2,20,0,572.57,"Belkin"
"7570",46404.9763,40,2,7,2,581.08,"Elago"
"7571",125655.7977,58,2,2,5,622.54,"Belkin"
"7572",23191.58204,44,2,20,0,453.67,"Elago"
"7573",41185.12742,68,2,3,7,562.17,"Belkin"
"7574",71902.49354,63,3,7,6,569.68,"Elago"
"7575",35123.38296,58,1,12,5,562.51,"Elago"
"7576",26279.32901,52,1,15,3,593.68,"Elago"
"7577",107710.3192,75,2,16,2,664.15,"Belkin"
"7578",70972.99743,73,2,5,4,651.44,"Belkin"
"7579",23399.66188,27,1,18,1,557.3,"Elago"
"7582",131447.1231,20,3,12,4,702.35,"Elago"
"7585",72240.43718,66,3,7,6,525.94,"Elago"
"7588",51319.14547,80,2,8,0,535.2,"Belkin"
"7589",27470.53776,34,2,18,8,557.32,"Elago"
"7590",119937.6571,47,3,6,7,621.09,"Belkin"
"7592",129808.3291,64,3,13,4,781.8,"Belkin"
"7593",131415.6291,72,3,2,0,772.17,"Belkin"
"7594",73495.83973,35,2,7,2,617.55,"Belkin"
"7595",64585.54807,56,2,15,5,589.3,"Belkin"
"7597",103694.2277,35,3,6,4,662.9,"Elago"
"7599",110638.6209,25,2,1,8,594.21,"Elago"
"7600",82186.3432,33,2,15,6,579.24,"Belkin"
"7602",32798.19088,42,2,18,8,566.09,"Elago"
"7603",59440.74023,35,2,18,8,599.15,"Belkin"
"7604",112340.2078,45,3,3,3,612.48,"Belkin"
"7605",111196.1325,27,3,7,7,725.52,"Elago"
"7606",95591.65429,54,3,10,4,669.56,"Belkin"
"7607",118499.4653,60,3,3,5,761.21,"Belkin"
"7608",27459.77181,62,2,15,3,468.29,"Belkin"
"7609",86617.35541,49,2,3,5,548.9,"Belkin"
"7610",118046.3614,29,3,7,0,629.26,"Elago"
